wd_lid,lemma,category,sense,definition
L231073,aldizko,Q1084,L231073-S1,"nahikeria, guraria"
L294449,aldizko,Q7233569,L294449-S1,aldakorra
L51838,aldra,Q1084,L51838-S1,izaki bizidunez osaturiko talde handia
L290616,aldrebes,Q7233569,L290616-S1,"desegoki edo atzekoz aurrera jokatzen duena, ez bururik ez hankarik duena, traketsa"
L49362,aldrebeskeria,Q1084,L49362-S1,"bururik ez hankarik ez duen gertaera, ekintza edo esana"
L223786,aldrebestu,Q24905,L223786-S1,"gauzak oker, atzekoz aurrera jarri"
L51202,aldundi,Q1084,L51202-S1,diputazioa
L50569,ale,Q1084,L50569-S1,gariaren eta kideko landareen hazia
L50569,ale,Q1084,L50569-S2,zenbait landareren hazi edo fruitu txiki biribil-antzekoa; forma bertsuko eta multzoka agertu ohi diren zenbait objektu txiki
L50569,ale,Q1084,L50569-S3,"espezie, genero, arraza edo, oro har, mota bereko banako bakoitza"
L50569,ale,Q1084,L50569-S4,"liburu, aldizkari, inprimaki eta abarren banako bakoitza"
L50569,ale,Q1084,L50569-S5,zerbait neurriz gainekoa denaren adierazlea
L50569,ale,Q1084,L50569-S6,mozkorraldia
L50569,ale,Q1084,L50569-S7,"batere, ezer"
L224786,aleatu,Q24905,L224786-S1,zenbait metal urtu edo nahasi
L49437,aleazio,Q1084,L49437-S1,"(Kim.) bi elementu kimikoz edo gehiagoz konposatutako nahaste homogeneoa, haietakoren bat metala izanik eta konposatuak ere izaera metalikoa duelarik"
L224207,alegatu,Q24905,L224207-S1,"(Zuz.) eskaera, froga edo defentsa oinarritzeko, meritu, adibide edo gertaeraren bat aurkeztu"
L49803,alegazio,Q1084,L49803-S1,(Zuz.) alegatzea (ekintza eta ondorioa)
L290617,alegeragarri,Q7233569,L290617-S1,alaigarria
L223470,alegeratu,Q24905,L223470-S1,alaitu
L60634,alegia,Q1084,L60634-S1,"pertsonaia gisa animaliak edo gauzak agertzen diren ipuina edo elezaharra, gehienetan hitz neurtuetan moldatua eta ondoriotzat ikasbide morala eskaintzen duena"
L60634,alegia,Q1084,L60634-S2,egia ezkutatzen duen itxura
L267837,alegiazko,Q12259986,L267837-S1,egiazkoaren itxura besterik ez duena; asmatua. Askotan egiazko-ren kontrako moduan erabiltzen da
L267837,alegiazko,Q12259986,L267837-S2,(Fis./Inform.) alegiazko edo itxurazko izatasuna soilik duena
L267837,alegiazko,Q12259986,L267837-S3,"(Hizkl.) euskal aditzaren aldietako bat, balizko ekintzak adierazteko erabiltzen dena"
L50868,alegoria,Q1084,L50868-S1,"ezaugarri sinbolikoak dituen irudi bidez (artean) edo bilakatutako metafora bidez (literaturan) egindako ideia baten irudikapena, adierazpena"
L50868,alegoria,Q1084,L50868-S2,adierazpen-modu hori erabiliz egindako artelan edo literatura-lana
L290618,alegoriko,Q7233569,L290618-S1,alegoriari dagokiona
L231074,alejale,Q1084,L231074-S1,graniboroa
L231075,alelo,Q1084,L231075-S1,(Biol.) kromosoma-pare jakin bateko leku berean kokatzen diren genetako bakoitza
L231075,alelo,Q1084,L231075-S2,(Biol.) karaktere batek izan ditzakeen alternatiba hereditarioetako bakoitza
L49160,aleluia,Q1084,L49160-S1,"kristau eta juduen liturgian, pozezko eta gorespenezko oihua"
L294450,aleman,Q7233569,L294450-S1,Alemaniako herritarra
L294450,aleman,Q7233569,L294450-S2,Alemaniakoa edo hari dagokiona
L49194,aleman,Q1084,L49194-S1,Alemaniako herritarra
L49194,aleman,Q1084,L49194-S2,"talde germaniarreko hizkuntza indoeuroparra, nagusiki Alemanian, Austrian eta Suitzan hitz egiten dena"
L260699,alemaniar,Q34698,L260699-S1,alemana (herritarra)
L49003,alergia,Q1084,L49003-S1,"(Med.) organismoak agente baten aurrean duen erreakzio anormal eta gehiegizkoa, agente horrekiko oso sentikorra delako"
L290619,alergiko,Q7233569,L290619-S1,(Med.) alergiari dagokiona
L290619,alergiko,Q7233569,L290619-S2,(Med.) zerbaiti alergia diona
L60688,alerta,Q1084,L60688-S1,"arriskua egon litekeela abisatzeko seinalea, aurre egiteko neurriak hartzera dei egiten duena"
L60688,alerta,Q1084,L60688-S2,arriskua bera
L231076,alertze,Q1084,L231076-S1,(Bot.) laritza
L50713,aletegi,Q1084,L50713-S1,alea gordetzeko lekua
L290620,aletsu,Q7233569,L290620-S1,ale asko duena
L223422,aletu,Q24905,L223422-S1,alez bete
L223422,aletu,Q24905,L223422-S2,aleak burutik bereizi
L223422,aletu,Q24905,L223422-S3,kideko gauzak bata bestearen ondotik esan
L231077,alfa,Q1084,L231077-S1,alfabeto grekoko lehen letra
L224627,alfabetatu,Q24905,L224627-S1,"hizkuntza bat mintzatzen dakienak hizkuntza horretan irakurtzen eta idazten ikasi, bere kabuz edo norbaitek irakatsita"
L231078,alfabetatze,Q1084,L231078-S1,alfabetatu aditzaren ekintza
L290621,alfabetiko,Q7233569,L290621-S1,alfabetoari dagokiona
L48715,alfabeto,Q1084,L48715-S1,"hizkuntza batez idazteko erabiltzen diren eta hotsak adierazten dituzten zeinuen sistema; zeinu horien zerrenda, ordena konbentzional baten arabera; lengoaia baten zeinu-sistema"
L290622,alfanumeriko,Q7233569,L290622-S1,"letraz eta zenbakiz (baita %, !, # eta antzeko zeinuz ere) osatuta dagoena"
L290623,alfer,Q7233569,L290623-S1,"ezertarako balio ez duena, fruitu edo ondoriorik gabekoa"
L290623,alfer,Q7233569,L290623-S2,"lanik egin nahi ez duena, nagia"
L51584,alferez,Q1084,L51584-S1,"(Mil.) Espainiako lurreko eta aireko armadan, gradurik txikieneko ofiziala"
L49140,alferkeria,Q1084,L49140-S1,alferrik egoteko bizioa
L50103,alferlan,Q1084,L50103-S1,alferrik egiten den lana
L230890,alferraldi,Q1084,L230890-S1,ezer egiteko gogorik gabeko aldia
L267838,alferreko,Q12259986,L267838-S1,inolako fruitu edo ondoriorik gabea
L226105,alferrik egon,Q24905,L226105-S1,"alferkerian egon, ezer egin gabe egon"
L225491,alferrik galdu,Q24905,L225491-S1,"zerbait erabili ezin dela, txar- edo zahar-itxura duela gertatu edo utzi, hondatu"
L225491,alferrik galdu,Q24905,L225491-S2,zerbait ez erabili edo onurarik lortu gabe pasatzen utzi
L225713,alferrik izan,Q24905,L225713-S1,alferrekoa izan
L267839,alferrikako,Q12259986,L267839-S1,alferrekoa
L290624,alferrontzi,Q7233569,L290624-S1,oso alferra
L51349,alfertasun,Q1084,L51349-S1,ezer egiteko gogorik ez duenaren nolakotasuna
L224628,alfertu,Q24905,L224628-S1,"alfer, nagi bihurtu"
L50729,alfil,Q1084,L50729-S1,xake-jokoko pieza. Jokalari bakoitzak bi ditu eta jokoaren hasieran errege eta erreginaren alde banatan jartzen dira. Diagonalean mugitzen dira
L49112,alfonbra,Q1084,L49112-S1,etxebizitzetan zola estaltzeko erabiltzen den ehunezko pieza berezia
L48861,alga,Q1084,L48861-S1,"(Bot.) uretan murgilduta edo azal hezetan bizi diren zenbait landareren izen arrunta. Gehienak itsastarrak dira. Batzuk zelulabakarrak eta beste batzuk talo-formako zelulanitzak dira. Erabilera ugariak dituzte, hala nola ongarri, elikagai edo medikamentu modura"
L51540,algara,Q1084,L51540-S1,"jendetzak ateratzen duen hotsa, gehienetan, alaia"
L51540,algara,Q1084,L51540-S2,barre-hots ozena
L50050,algarrobo,Q1084,L50050-S1,"(Bot.) leguminosoen familiako zuhaitz hostoiraunkorra, eskualde mediterraneoan berez hazten dena. Fruituak leka jangarriak dira (Ceratonia siliqua)"
L51384,algoritmo,Q1084,L51384-S1,"(Inform./Mat.) problema baten ebazpenerako eman behar diren urratsen deskribapen formala. Programazio-lengoaia baten bidez, algoritmoa ordenagailu batek egikari dezakeen programa bihur daiteke"
L51511,alha,Q1084,L51511-S1,"jatekoa, bereziki aziendarena; jatea bera"
L51511,alha,Q1084,L51511-S2,bazka dagoen lekua
L231079,alhagia,Q1084,L231079-S1,abereen bazka
L231080,alhagune,Q1084,L231080-S1,alhapidea
L48985,alhapide,Q1084,L48985-S1,abereak alha diren tokia
L48985,alhapide,Q1084,L48985-S2,bazka
L231081,alhatzaile,Q1084,L231081-S1,"abereak alhatzen, bazkatzen dituena"
L49426,aliantza,Q1084,L49426-S1,(Hist./Pol.) estatuen edo subiranoen arteko kontratu bidezko elkargoa
L223952,aliatu,Q24905,L223952-S1,"estatuak, edo subiranoak, helburu jakin bat lortzeko elkartu"
L269748,aliatu,Q7233569,L269748-S1,helburu jakin bat lortzeko beste bat edo batzuekin elkartutako pertsona edo herria
L269748,aliatu,Q7233569,L269748-S2,"Lehen Mundu Gerran, Alemania, Austria-Hungaria, Bulgaria eta Turkiaren aurka, eta Bigarrenean, Ardatzeko potentzien kontra borrokatu ziren estatuen multzoa"
L231082,alibi,Q1084,L231082-S1,"(Zuz.) pertsona baten errugabetasun-froga, delitua egin den unean hura beste leku batean zegoela frogatzean datzana"
L225016,alienatu,Q24905,L225016-S1,inori norberaren ondasun edo eskubide baten lagapena egin
L225016,alienatu,Q24905,L225016-S2,"gizakia askatasunik gabe utzi, bere gizatasuna ahaztarazi"
L51785,alienazio,Q1084,L51785-S1,alienatzea (ekintza eta ondorioa)
L231083,alikatatu,Q1084,L231083-S1,hormetan edozein lauza beiraztatu jarriz egindako lana
L51219,aliketa,Q1084,L51219-S1,"giltzatutako metalezko bi piezaz osatutako esku-erreminta, kurrikak baino txikiagoak, xafla edo pieza txikiei eutsi, alanbreak okertu edo ebaki, ziriak sartu edo atera eta abarretarako erabiltzen dena"
L290625,alimale,Q7233569,L290625-S1,izugarri handia
L231084,alisio,Q1084,L231084-S1,"haize iraunkorra, bereziki behe-atmosferakoa, antizikloi subtropikal batetik eskualde ekuatorialetara jotzen duena. Noranzko nagusiak ipar-ekialdekoa ipar-hemisferioan eta hego-ekialdekoa hego-hemisferioan dira"
L231085,aliterazio,Q1084,L231085-S1,(Lit.) jarraian doazen hitzetan hots edo silaba jakin bat errepikatzean datzan figura
L290626,alix,Q7233569,L290626-S1,"alu irain-hitzaren leungarria, arrunta ez dena"
L51278,aljebra,Q1084,L51278-S1,"(Mat.) zentzu klasikoan, ekuazioak eta eragiketen propietate orokorrak aztertzen dituen matematikaren atala"
L51278,aljebra,Q1084,L51278-S2,"(Mat.) zentzu modernoan, multzoen teorian oinarritzen den eta egitura abstraktuak, hots, taldeak, eraztunak eta gorputzak aztertzen dituen matematikaren atala"
L290627,aljebraiko,Q7233569,L290627-S1,(Mat.) aljebrakoa edo hari dagokiona
L230901,alkali,Q1084,L230901-S1,metal alkalino edo amonioaren hidroxidoa
L290628,alkalino,Q7233569,L290628-S1,(Kim.) basikoa
L290628,alkalino,Q7233569,L290628-S2,"(Kim.) taula periodikoko lehen taldeko elementuei esaten zaie: litioa, sodioa, potasioa, rubidioa, zesioa eta frantzioa"
L231086,alkaloide,Q1084,L231086-S1,"(Kim.) landareetatik erauzitako nitrogenodun konposatu basiko batzuen izena. Asko toxikoak dira eta dosi txikitan medikuntzan edo droga gisa erabiltzen dira (heroina, kafeina, kinina, kokaina, morfina, nikotina...)"
L49348,alkandora,Q1084,L49348-S1,"gizonezkoen jantzia, soina eta besoak eta gehienetan lepoa estali eta aurrealdean botoiak dituena"
L50060,alkate,Q1084,L50060-S1,"udaleko burua, udal-batzarraren lehendakaria"
L50060,alkate,Q1084,L50060-S2,"jujea, epailea"
L50060,alkate,Q1084,L50060-S3,"txondorra egiterakoan, egurrak pilatzeko erdian jartzen den zutikako makila luzea"
L231087,alkateorde,Q1084,L231087-S1,"alkatearen hurrengoa, hainbat eginkizunetan haren ordez jarduten duena"
L51754,alkaterna,Q1084,L51754-S1,mundruna
L52067,alkatetza,Q1084,L52067-S1,alkatearen eginkizun eta kargua
L50020,alkazar,Q1084,L50020-S1,Espainiako subirano mairu nahiz beren ondorengo kristauen gotorlekua
L51863,alkimia,Q1084,L51863-S1,"XII. mendetik XVIII. mendera bitartean garatu zen isilpeko jakintza. Materia, bereziki, metalak urre bihurtzea eta izakia aldatzea lortzeko gai izango zatekeen sendabide unibertsala (elixirra, filosofia-harria eta abar) lortzea zuen helburu"
L49815,alkimista,Q1084,L49815-S1,alkimian ziharduena
L51591,alkohol,Q1084,L51591-S1,"(Kim.) likido kolorgea, azukrea duten fruta- edo landare-zuku hartzituak destilatuz lortzen dena (adibidez, mahats, sagar, erremolatxa, azukre-kanaberatik). Etanola da"
L51591,alkohol,Q1084,L51591-S2,alkohola duen edozein edari
L51591,alkohol,Q1084,L51591-S3,(Kim.) hidrokarburoetan hidrogeno bat -OH taldeaz ordezkatuz sortzen diren deribatuen izen generikoa
L260700,alkoholdun,Q34698,L260700-S1,alkohola duena
L51448,alkoholemia,Q1084,L51448-S1,odolean alkohola izatea
L291020,alkoholiko,Q7233569,L291020-S1,alkohola duena edo hari dagokiona
L291020,alkoholiko,Q7233569,L291020-S2,alkoholismoaren ondorioz sortzen dena; alkoholari emana dagoen pertsona
L230899,alkoholimetro,Q1084,L230899-S1,edari baten alkohol-edukia neurtzeko tresna
L49190,alkoholismo,Q1084,L49190-S1,edari alkoholikoak gehiegi edatearen ondorioz sortutako alkoholarekiko mendekotasuna eta intoxikazioa
L231088,allegretto,Q1084,L231088-S1,(Mus.) delako tempoa; tempo horretan jotzen den konposizioa edo atala
L230943,allegro,Q1084,L230943-S1,(Mus.) delako tempoa; tempo horretan jotzen den konposizioa edo atala
L50782,almadia,Q1084,L50782-S1,"enborrak elkarri lotuz eratutako plataforma flotatzailea. Erronkari, Zaraitzu eta Antsoko haranetatik Aragoa ibaira enborrak garraiatzeko erabiltzen ziren"
L231089,almadraka,Q1084,L231089-S1,lastaira
L50512,almanaka,Q1084,L50512-S1,"adierazpen astronomiko, meteorologiko eta bestelako informazioa (medikuntzari, jaiei eta abarri buruzkoa) daraman egutegia, sarritan irudiz hornitua"
L50932,almena,Q1084,L50932-S1,"antzinako gotorlekuen murruen goialdean zegoen prismetako bakoitza, gehienetan laukizuzen-formakoa"
L50784,almendra,Q1084,L50784-S1,arbendola
L49385,almendrondo,Q1084,L49385-S1,arbendolondoa
L48857,almeriz,Q1084,L48857-S1,motrailua
L50109,almibar,Q1084,L50109-S1,"azukrea uretan disolbatuz eta su motelean lodituz lortutako likidoa, fruituak kontserbatzeko eta gozogintzan erabiltzen dena"
L51922,almidoi,Q1084,L51922-S1,(Kim.) landareen erreserba-organoetan pilatzen den gluzidoa
L51922,almidoi,Q1084,L51922-S2,"delako substantzia uretan disolbatuz eratzen den disoluzioa, ehunak zurruntzeko erabilia"
L49613,almirante,Q1084,L49613-S1,itsas armadako burua
L231090,almirantego,Q1084,L231090-S1,almirante-gradua
L231090,almirantego,Q1084,L231090-S2,itsas armadako goi-epaitegia
L231091,almiranteorde,Q1084,L231091-S1,"armadako ofizial jenerala, almirantearen ondorengoa"
L231092,almute,Q1084,L231092-S1,"ale-neurri zaharra, ia bi litro eta erdiko edukiera duena"
L230848,aloe,Q1084,L230848-S1,"(Bot.) Aloe generoko landare zurtoingabea, zuhaixka-formako edo zuhaixkaren izen arrunta"
L230848,aloe,Q1084,L230848-S2,"(Med.) zenbait aloeren hostoetatik lortzen den zuku erretxinaduna, digerigarri eta libragarri modura erabiltzen dena"
L231093,alofono,Q1084,L231093-S1,"(Hizkl.) testuinguru jakin batean fonema batek duen aldaera, balio fonologikorik ez duena (adibidez, [d] herskaria eta igurzkaria /d/ fonemaren alofonoak dira)"
L51211,aloger,Q1084,L51211-S1,soldata
L51211,aloger,Q1084,L51211-S2,errenta
L267840,alogereko,Q12259986,L267840-S1,"alokatua, alokairukoa"
L49065,alogereko,Q1084,L49065-S1,"alokairukoa, soldatapekoa"
L49065,alogereko,Q1084,L49065-S2,maizterra
L51872,alokairu,Q1084,L51872-S1,"soldata; lan edo zerbitzu baten truke egunero, astero edo hilero hartzen den diru-saria"
L51872,alokairu,Q1084,L51872-S2,errenta
L50007,alokairuko,Q1084,L50007-S1,alokairuaren truke lan egiten duen pertsona
L223130,alokatu,Q24905,L223130-S1,soldataren truke norbait lanerako hartu
L223130,alokatu,Q24905,L223130-S2,errentan eman
L223130,alokatu,Q24905,L223130-S3,errentan hartu
L291021,alokatzaile,Q1084,L291021-S1,alokatzen duena
L291022,alokutibo,Q7233569,L291022-S1,"(Hizkl.) nor, nork edota nori sintagmei dagozkien pertsona-markez gain, solaskidearen marka ere (nahiz eta horrek ekintzan parte hartu ez) azaltzen duen adizkia. Euskaraz bi mota daude: hika eta zuka"
L231094,alondegi,Q1084,L231094-S1,"aleak eta beste zenbait jangai gorde, saldu eta erosteko lokal publikoa"
L231095,alopezia,Q1084,L231095-S1,"(Med.) ilearen galera, osoa zein parte batekoa"
L50257,alor,Q1084,L50257-S1,lantzen den lur-zati mugatua
L50257,alor,Q1084,L50257-S2,"esparrua, arloa, eremua"
L52242,aloz,Q1084,L52242-S1,"tolesa, izurra, azpildura"
L52242,aloz,Q1084,L52242-S2,"lepapea, kokospea"
L231096,alpaka,Q1084,L231096-S1,"(Metal.) kobre, zink eta nikelaren arteko aleazioa"
L50855,alpapa,Q1084,L50855-S1,"(Bot.) leguminosoen familiako landare belarkara, zuhainetarako erabiltzen dena. Ardatz-formako sustraiak eta lore txiki moreak ditu. Fruitua hazi asko dituen leka da (Medicago sativa)"
L231097,alpe,Q1084,L231097-S1,animalien alboa
L49337,alper,Q1084,L49337-S1,"nekazaritzan lur-mokorrak birrintzeko eta zapaltzeko lanabesa, zurezko edo harrizko zilindro birakor batez eta hari zehar-ohol batzuen bidez lotzen zaion pertika batez osatua"
L260701,alpetar,Q34698,L260701-S1,Alpeetakoa edo Alpeei dagokiena
L50967,alpinismo,Q1084,L50967-S1,(Kir.) mendi altu baten gailurrera igotzea helburu duen kirol-jarduera
L50938,alpinista,Q1084,L50938-S1,alpinismoa praktikatzen duena
L291070,alpino,Q7233569,L291070-S1,alpetarra
L50220,alpiste,Q1084,L50220-S1,"(Bot.) gramineoen familiako landare belarkara, txoriak elikatzeko erabiltzen diren haziak ematen dituena (Phalaris canariensis)"
L51383,alportxa,Q1084,L51383-S1,zakutoa
L294451,alproja,Q7233569,L294451-S1,"pertsonez mintzatuz, alferra edo zabarra dena"
L60629,alproja,Q1084,L60629-S1,"gauzez mintzatuz, zakutoa, alportxa"
L231098,alterazio,Q1084,L231098-S1,(Mus.) aldakaria
L51928,alternadore,Q1084,L51928-S1,(Elektr.) tentsio eta korronte elektriko alternoen sorgailua
L231099,alternantzia,Q1084,L231099-S1,txandaketa
L231099,alternantzia,Q1084,L231099-S2,"(Hizkl.) sail, talde edo kategoria bereko hitzetan elementu fonologikoen permutazioa (adibidez, ile / ule)"
L291071,alterno,Q7233569,L291071-S1,(Elektr.) periodikoki noranzkoa aldatzen duen magnitudeari esaten zaio
L231100,altimetro,Q1084,L231100-S1,altitudea neurtzeko aparatua
L231101,altiste,Q1084,L231101-S1,perla
L49155,altitude,Q1084,L49155-S1,puntu edo maila jakin batetik itsas mailarekiko dagoen distantzia bertikala
L49273,altruismo,Q1084,L49273-S1,"besteren onaz kezkatu eta arduratzeko joera, norberaren interesek eragindakoa ez dena"
L291072,altruista,Q7233569,L291072-S1,altruismoa agertzen duena; besteez kezkatzen dena
L49673,altsuma,Q1084,L49673-S1,"zuhaitzak, bereziki inausi eta gero, botatzen dituen kimu berrietako bakoitza"
L294452,altu,Q7233569,L294452-S1,altuera handikoa
L294452,altu,Q7233569,L294452-S2,"zenbait magnitudez mintzatuz, balio handikoa"
L294452,altu,Q7233569,L294452-S3,"(Mus.) instrumentu edo ahots baten erregistroan, goialdeko soinuei esaten zaie"
L294452,altu,Q7233569,L294452-S4,"(Mus.) zenbait instrumentu-familiatan (flauta, klarinetea, saxofoia...), soprano eta tenorraren artekoa den instrumentua"
L60631,altu,Q1084,L60631-S1,"(Mus.) zenbait instrumentu-familiatan (flauta, klarinetea, saxofoia...), soprano eta tenorraren artekoa den instrumentua"
L60631,altu,Q1084,L60631-S2,"(Mus.) lau ahotseko konposizio batean, goitik hasita bigarrena den ahots edo partea, sopranoaren eta tenorraren artekoa"
L226124,altu egon,Q24905,L226124-S1,"dagokion erreferentzia-puntutik altuera (Lurra bada, altitude) handian egon"
L226138,altuan egon,Q24905,L226138-S1,"dagokion erreferentzia-puntutik altuera (Lurra bada, altitude) handian egon"
L49312,altuera,Q1084,L49312-S1,gorputz batek behetik gora duen neurria
L49312,altuera,Q1084,L49312-S2,"puntu batetik erreferentzia-maila jakin batera dagoen goitik beherako distantzia (erreferentzia Lurra denean, altitudea erabiltzen da)"
L49312,altuera,Q1084,L49312-S3,"(Mat.) irudi geometriko batzuen (triangelu, piramide, kono eta abarren) oinarritik kontrako erpinera doan zuzena; zuzen horren neurria"
L231102,altura,Q1084,L231102-S1,altuera
L231103,altxaera,Q1084,L231103-S1,"(Arkit.) eraikin baten, bereziki haren fatxadaren, plano bertikal baten gaineko proiekzio ortogonala"
L49119,altxagarri,Q1084,L49119-S1,legamia
L49119,altxagarri,Q1084,L49119-S2,zerbait jasotzeko edo zutitzeko erabiltzen den gauza
L49119,altxagarri,Q1084,L49119-S3,gogoa edo adorea indartzen duen zera
L51825,altxaketa,Q1084,L51825-S1,altxatzea
L50360,altxaldi,Q1084,L50360-S1,zerbait altxatzen den aldi bakoitza
L50360,altxaldi,Q1084,L50360-S2,"karta-jokoan, irabazten den eskualdia"
L52125,altxaprima,Q1084,L52125-S1,palanka
L49039,altxarrastelu,Q1084,L49039-S1,"arrastelu-mota, ongarria harrotzeko eta erabiltzen dena"
L222765,altxatu,Q24905,L222765-S1,"tente jarri, zutitu"
L231104,altxatzaile,Q1084,L231104-S1,zerbait edo norbait altxatzen duen pertsona
L50785,altxor,Q1084,L50785-S1,"balio handiko gauzen bilduma, gehienetan ezkutaturik gordetzen dena"
L231105,altxortegi,Q1084,L231105-S1,"enpresa, erakunde eta abarren aktiboaren partea, esku-diru bihur daitekeena eta ordainketak egiteko erabiltzen dena"
L231106,altxorzain,Q1084,L231106-S1,"enpresa, erakunde eta abarretako funtsak gorde, kontabilizatu eta administratzen dituen pertsona"
L224787,altzairatu,Q24905,L224787-S1,(Metal.) burdina altzairu bihurtu; altzairuaren ezaugarriak eman
