lexeme,lemma,statement
L3270,animoski,L3270-351A218D-9635-4CCD-B486-B14865C05376
L3271,animotsu,L3271-D468F509-8046-4C73-B088-948EB5650BD7
L3272,anioka,L3272-44257DEF-3BE3-4B13-A7AE-C01CD43182CE
L3273,aniotsu,L3273-E04236B9-4D0F-426A-B799-DFDCA44329E8
L3274,anis,L3274-54FF674B-1798-423C-A3B7-C814BAC54D67
L3275,anisete,L3275-05CA4A4E-5C88-4E6B-B1D6-517236E8A753
L3276,anitz,L3276-B3E06094-2555-4BFC-9F21-CDE0C250D235
L3277,anitzerazi,L3277-AF25CD73-50E1-4407-9222-8BAF651D2EE2
L3278,anixet,L3278-3B50169A-E297-45D6-BD35-6C0E0D060F66
L3279,anixko,L3279-D6C35A5F-C2CD-4051-995F-A5A9B7882396
L3280,anizka,L3280-262D4352-7FB8-4E70-B213-C9A67DDD7B19
L3281,anizki,L3281-3D1D9240-E8EF-4CE3-9426-E82CD4C9AF0D
L3282,aniztasun,L3282-497FAEA2-2D2A-4688-BBBE-CB1136A0F6B0
L3283,aniztu,L3283-3FF6113F-04BC-418F-9547-724C584F199C
L3284,anjele,L3284-21BF4348-DB72-4B24-AC5D-F0ADB09872DE
L3285,anjelur,L3285-69FF1DE6-6103-4737-8DCC-57516855EF6F
L3286,hanka,L3286-9441E956-6859-4A90-8A5B-DB1434C14970
L3287,hankabala,L3287-EA027B3F-69EB-49F5-B98A-93EE1E84C754
L3288,hankabidun,L3288-DE8EB64A-6823-42F2-B77B-997932827BA8
L3289,hankabiko,L3289-9FD39FC1-A875-4F53-97EE-A00C74EB734E
L3290,hankadun,L3290-F879A833-78F8-4089-9F9F-CE5F8989B86F
L3291,hankaireka,L3291-1F844A12-627D-4343-BD75-3B9571861901
L3292,hankakoxkoka,L3292-DB43C60E-1B56-40E2-AA73-D6D85FED7620
L3293,hankalepo,L3293-A35FAB11-0CFF-4933-9C8A-465F2F73D7C0
L3294,hankalepoka,L3294-60AD706D-A7B7-4C51-AB78-19A1DCABDA4C
L3295,hankamoztu,L3295-1E498797-E590-43A6-85D0-7D4ACB81C35B
L3296,hankape,L3296-1EADC461-75E2-4648-9D39-BA048AD6CFE4
L3297,hankapeko,L3297-C24DA108-48BC-4CB2-B039-DFFF132CEA9E
L3298,hankaperatu,L3298-57C16B72-3295-4CEF-B89E-6B120AF85D9E
L3299,hankapetu,L3299-D33B0B80-D120-44D1-A8C8-9264C740552A
L3300,ankar,L3300-F2F42856-5E94-492E-84B2-8E7A3729FC06
L3301,hankara,L3301-7BC76CE7-5659-41AE-93C4-991C8085C059
L3302,hankarin,L3302-3C15C4E7-7A15-45F4-A164-0D69FAB6F72F
L3303,hankarkeau,L3303-C533D608-FC98-4A17-811E-1BB526492509
L3304,hankarkulo,L3304-8C3C6C8F-1BCD-4E40-9DB7-3F48C52A18FD
L3305,hankarte,L3305-ECC13A9A-6E43-4FAB-9791-F716F7358449
L3306,hankartolaka,L3306-1C303D95-D2C8-45D4-A9A5-51C4F7BFBBF6
L3307,ankartu,L3307-507EFDAE-7137-42D7-9E7D-9CFD76F07841
L3308,ankas,L3308-A721956A-97A4-4E0A-A29A-932AB9E2768B
L3309,hankatako,L3309-B7D6CED8-513C-4653-BDB5-167F8A911F8D
L3310,hankatarteratu,L3310-FD67FDED-86AF-4C84-96EB-4E05B295BF17
L3311,hankazpiratu,L3311-383E6460-EF7A-477E-A11D-D9B77DE0802F
L3312,anker,L3312-365823C0-EA91-45D7-AE49-33357C25FBF2
L3313,ankerkeria,L3313-77319708-F815-41FA-8937-7F16BC17A8D7
L3314,ankerki,L3314-CAE3FB61-4EC4-40B9-B711-E32C51197729
L3315,ankertasun,L3315-770D0CAD-8DF7-4EBD-8F21-6249D808C042
L3316,ankesta,L3316-AC335940-0A4C-4007-B616-5109E4BFE3A1
L3317,ankilla,L3317-16360898-C851-43B3-9C93-C26ECC1B2000
L3318,hankoker,L3318-D4EB5D51-823F-45B3-AE10-BA255023FA66
L3319,hankor,L3319-8C074A25-B675-4AF6-818E-15FE2B50C7E6
L3320,ankora,L3320-92C4ED28-FD3A-4B15-AE90-C9B14C269F2D
L3321,hankortasun,L3321-D13D0FB8-9EC7-4254-B0A6-B0FEA81A3390
L3322,hankots,L3322-2DC1895D-41B3-488C-AFCC-1B07BA05B3CD
L3323,hankoxka,L3323-275C87E4-B5BA-45A0-8C05-DEA99E77049E
L3324,ankula,L3324-B1BE8E7F-15FD-4993-BBED-168A5705789C
L3325,hankura,L3325-EA97D6C0-13BA-4FF6-A008-2F80BF842369
L3326,hankuragabetu,L3326-E7C8347C-A7B5-4F37-9215-29EA1EDB77D4
L3327,hankurdai,L3327-87288A06-57B2-4D68-8F4D-CF416880037D
L3328,hankurotxa,L3328-2FA95D5B-E66A-4A88-A458-1ECC9190470B
L3329,hankutsik,L3329-99C9BCD3-0034-429B-B117-51A2C18A0359
L3330,ano,L3330-CE796966-9D38-4EE8-99B2-8A38F389705A
L3331,anoa,L3331-5190A482-F604-4117-9984-9FE09D336C7E
L3332,anodun,L3332-55FBFA9C-FAF5-4B94-B6A7-5879B743F963
L3333,anoka,L3333-8E94EB8C-0EA8-4A41-AE9A-4670918B06F2
L3334,anokari,L3334-076A4069-CFB6-408F-B07E-309E338875CE
L3335,anontzatu,L3335-F2C624AC-569E-468C-8AEF-975B2618B1F5
L3336,anontziatu,L3336-272353B8-44A9-4C87-99E8-8596DC6C289C
L3337,anontzio,L3337-2F01270F-D656-4B77-AF14-FCF6A18D5B7C
L3338,anotu,L3338-C4E16531-3D69-42D2-9BBA-B5630FAF4B23
L3339,hanpa,L3339-1B4A5CC4-4A32-41E9-9613-EB52E356D9FC
L3340,hanpadura,L3340-388C71E0-F6C8-4153-A5FD-88C32B5D4D05
L3341,hanpagarri,L3341-F57819DC-77D9-4201-AB35-5C60B52AC1D6
L3342,hanpagune,L3342-88C1D66B-EBD8-43B4-BB93-34C379782DB3
L3343,anpala,L3343-C1638C61-D431-42C3-9B5B-D56B1BE82D7B
L3344,anpallatu,L3344-F3FEEECD-F5B6-457A-A03C-604F0B8DAAF8
L3345,anparatu,L3345-B8EAE7F9-8F9B-43F2-B352-DCF208224F1C
L3346,anparatzaile,L3346-EFDD9EC4-9EB1-430D-A087-79FD80450C2E
L3347,hanparazi,L3347-13E4AE32-99D8-4736-B2BE-AF56F5084E16
L3348,anparo,L3348-FB044888-D970-44AE-B546-79873E59D2F9
L3349,hanpatasun,L3349-1094BF7D-0B00-4870-989E-76E19CD6D74A
L3350,hanpatsu,L3350-7BDFCCED-2E8E-4A0E-A01D-4BC83405D98F
L3351,hanpatu,L3351-9C8CE107-0981-401D-9806-7073A158F770
L3352,anperna,L3352-2E129D5A-C121-47A3-918C-C546138C137B
L3353,hanpilo,L3353-C3585D2F-799E-4FCF-BD9F-8B4800263922
L3354,anple,L3354-CA30ED78-2589-498E-8553-2B10C305D92B
L3355,anpleki,L3355-384A0E59-D13A-4FCF-BB5E-7E69EF2F5EB4
L3356,anplerazi,L3356-3AB6D2F2-0E60-46B6-8D93-106D7244C489
L3357,anpletu,L3357-BDE3C83A-74C9-4416-9682-D0D342CBCEF9
L3358,anpoila,L3358-91E141D7-41EA-4F9E-B654-E56522C6AB40
L3359,anpoilatxo,L3359-90281A3E-F31A-4207-B512-0B3F48BF5E72
L3360,anpola,L3360-2C3100E9-D80E-438B-BC44-D3F8318EBBBF
L3361,anpolari,L3361-8E46B60A-F785-42D2-8034-F80CD7CF739C
L3362,anpollera,L3362-7F2A02A5-D101-4F60-9325-0A7548E24C3A
L3363,anpor,L3363-A9F3B751-4483-48F7-9EA9-20DDC8B2E81C
L3364,anpulu,L3364-8C708EFE-4402-4086-9FB0-772C800EC892
L3365,hanpuruki,L3365-2E241CA1-88A9-4AD1-B313-1A1E24E48D62
L3366,hanpurus,L3366-C129DBC7-82D4-4341-8F98-F4275899357D
L3367,hanpuruskeria,L3367-13756BC8-062A-4CAB-8313-7A97E77B7C1E
L3368,hanpurustasun,L3368-A7B7FF1F-1101-403E-900F-EABDCCCB3E1F
L3369,hanpurutasun,L3369-CA807697-42D6-459B-9833-59AA2613A273
L3370,hanpurutsu,L3370-506AAD0B-D190-4386-83C2-006386E7A49D
L3371,hanpurutsuki,L3371-AD94EE04-7C4A-47BD-B6B4-BE8D00CA9108
L3372,hanpurutu,L3372-4C267CDD-BE32-4A6A-B9E7-4B56E5C33C58
L3373,anre,L3373-564DDA6E-3984-4089-8007-FABF3626132D
L3374,ansara,L3374-F119B669-4721-4F54-968B-CF1D0A6FE0B4
L3375,antapara,L3375-C18E7BBE-73B3-4EA6-9C66-637ECE8E6D27
L3376,antapatxu,L3376-21ADE758-F068-4B87-ABAF-F7C9C886D4A5
L3377,antharratu,L3377-6EA43BBB-D8DD-4D91-ABF6-1323ABBD1430
L3378,hantatu,L3378-06E6F9B1-F9FC-4B43-9FE4-CA66C74D16A9
L3379,hantazio,L3379-204FB032-20F0-47CF-A54D-CC2660BD8CCC
L3380,antekaitz,L3380-50C32B4E-3113-436E-A043-10CF9C6C4B9F
L3381,antekristo,L3381-7CF2AF5F-35F7-4AAF-964F-CC4191515326
L3382,antepara,L3382-E3BA0E4F-BA29-4CF1-AB89-17CFFE26F438
L3383,hanterazi,L3383-6CC37D7C-E4F0-4C62-8826-4B94B5AD80F2
L3384,antere,L3384-C343AAFC-7AAF-4AF9-BA5C-4281E58C0A0F
L3385,anteretsu,L3385-EE39854E-85D6-4007-B793-E954690823C7
L3386,anteretu,L3386-F17046BC-2CEE-4D81-8810-C6AC9A0A7955
L3387,antes,L3387-FCE3066E-B02B-46F6-8A7A-4F9284DF43EA
L3388,antetsu,L3388-98DF4A0B-92DF-48CD-8B38-4046D71D98A1
L3389,antifona,L3389-11195A92-CE05-4BDC-87DB-09F17FCF2CB6
L3390,antigoaleko,L3390-27AAA385-194D-486B-842C-B86BFFD82AE6
L3391,antiojo,L3391-D5E5C94C-F6D4-48CA-ADFB-0D7FB9DFD788
L3392,antipoda,L3392-7667E471-97CE-47FE-AAEB-AA5C6947C288
L3393,antoisin,L3393-1D4E8226-3B62-4213-B7CA-E4E67B08CACB
L3394,antoisinkada,L3394-89E74906-9365-453F-96CA-0ACE203D2701
L3395,antojagarri,L3395-344322B9-46C9-4D47-BFE6-2420717C0100
L3396,antojatu,L3396-87B4D8C2-C284-411A-A5A1-351C966DD72A
L3397,antoju,L3397-FA588E45-EF09-460B-9C36-639D3CD4F932
L3398,antola,L3398-0C029099-B13F-4FB8-9D48-201ED2405045
L3399,antolabide,L3399-9D3B8A6F-44A0-4710-8D16-15F2309C48DC
L3400,antoladura,L3400-E86EB146-8599-4192-8C72-E1D455B29FB6
L3401,antolagabe,L3401-1F2E665A-2577-427F-814A-470FA49009D5
L3402,antolagai,L3402-0A64A437-B3D3-4C06-940A-D1ABE81FBD33
L3403,antolagarri,L3403-4ECFFE91-859B-4C7D-82C0-5F8D7B0BECA0
L3404,antolaira,L3404-6F753205-74C6-4C9A-9EC8-B3615082474C
L3405,antolakai,L3405-9031DF87-DAF0-4DA5-8614-2735CD85F0A5
L3406,antolaketa,L3406-592F29D4-B5DD-40E7-A132-8015ECE8282F
L3407,antolakizun,L3407-8DC3EFD2-ADD7-4E92-AF27-7CCC35F8CC93
L3408,antolaldi,L3408-0DE94485-F38C-4B5A-B183-1D51EA4084DE
L3409,antolamendu,L3409-5E058ADC-649C-4767-BB33-99925ADD1637
L3410,antolapen,L3410-D579278B-CF8F-4B4E-8F7E-94538F9808D8
L3411,antolarazi,L3411-43C7FA1E-FEE1-4AC6-B146-F14F841E884B
L3412,antolari,L3412-18B71941-6E5F-443B-AC96-90BE71E8C0C0
L3413,antolatu,L3413-40284D16-7705-4355-B530-249599C2F746
L3414,antolatzaile,L3414-5CD1BEA8-668B-4AF6-9FA5-DE0F63847B96
L3415,antonadar,L3415-87E5E99A-A024-48DF-8AEB-7D998B9465A3
L3416,antostau,L3416-2310B324-55F2-4AAA-85F9-22CC18AC6455
L3417,antoxin,L3417-E9FB929B-11B2-415A-90F5-1C65902E9457
L3418,ants,L3418-C55DD597-5233-4559-93A2-950DBC289574
L3419,antsia,L3419-2EB4B993-0CE6-407C-8FB9-0667767BC2DB
L3420,antsiadun,L3420-763A402E-BB38-44DB-B529-5CC5A10CBEF1
L3421,antsiati,L3421-F4E7A45E-5B0D-4F51-941D-1316A42D4CB1
L3422,antsiatsu,L3422-B2505706-3F44-4CBF-90A8-F8247A7393B4
L3423,antsiatu,L3423-69560252-3ED9-49EB-A3D4-514424508A2F
L3424,antsiatuki,L3424-2D0FDAC1-46F1-4540-A237-814C196F2E7C
L3425,antsika,L3425-0BC69E42-871A-43AD-94CA-63009C99A886
L3426,antsikabe,L3426-36589515-60E0-4576-8459-747494E249CD
L3427,antsikabekeria,L3427-BDE69993-93FA-47A5-B053-AFB7ADC9C683
L3428,antsikabeki,L3428-26658359-A733-4641-9DBF-7F58246EB9CB
L3429,antsikabetasun,L3429-2B7D0E25-5880-4AFA-AAB3-A8AC0189D04F
L3430,antsikabetu,L3430-80F9769C-A887-48B3-BD33-97B850328359
L3431,antsikabeztatu,L3431-AD9A2C74-D193-4034-B638-A742BDA1C216
L3432,antsikaitz,L3432-2B8494D3-057B-4690-AD62-6EE86B5D2BC8
L3433,antsikorran,L3433-BE361EE8-1B14-4AD8-A344-FF2C761EA192
L3434,antsin,L3434-6AE879D1-C738-4AFF-9F8A-B9875157F521
L3135,handipuzkeria,L3135-ED69A81B-11E0-40DE-BD9F-EA779F93D92C
L3136,handipuztu,L3136-AEDE7CD6-A22C-4ED0-9409-79B5F95DD94E
L3137,handiro,L3137-D8572363-A941-422A-94E4-9A524D66214A
L3138,handiroki,L3138-E2BCFA2D-719B-47B9-9C42-CCE66B8E0D7F
L3139,handirozki,L3139-8E004ED7-0582-4A3A-AF09-075EF848E078
L3140,handiskote,L3140-1BDB0B69-6028-4061-BAF6-17C86E363237
L3141,andisu,L3141-09108993-FADF-43BB-A08C-C1E8B65FDD30
L3142,handitasun,L3142-B744856E-8463-4E0C-8076-0BE80EFE349D
L3143,handitsu,L3143-79E7B77C-D813-48A1-9CE8-81BA66106D2E
L3144,handitsudun,L3144-3931159D-45FF-465C-93C3-217E889423E3
L3145,handitu,L3145-61FB253E-F9BC-4947-BF4E-BDE7983BAC6D
L3146,handitune,L3146-1433ED75-9C2F-4B75-8F11-483C4AC247CA
L3147,handitxikitasun,L3147-6E327D9F-1677-4240-8804-25090DA2322D
L3148,handitxo,L3148-F3CE887B-BC22-4FF9-A7B9-11231A37ED78
L3149,handitxu,L3149-4E54C68E-25AA-427F-ACE4-2B7326CA49EB
L3150,handitzaile,L3150-A4044EBE-5BD4-4A6F-9848-0FD86F835061
L3151,handitzar,L3151-D6D1BC03-A9B8-41E4-8EF3-EDCB77CC7F8E
L3152,handitze,L3152-C36ADDE3-C928-4FAC-8193-28797AC21F52
L3153,handitzurri,L3153-63E86866-5F14-4FC0-9B4D-D6633B99E7B7
L3154,handiurren,L3154-9A8FBE34-113E-4550-9281-C2F76781A47B
L3155,handius,L3155-064F6967-B3E8-4FCB-B605-B059C49AFE9B
L3156,handiusain,L3156-ED585501-CE56-4DE3-9CFD-0F482DAFB20C
L3157,handiuste,L3157-0F9E93F3-465B-4577-A65B-A30631C855CB
L3158,handiustekeria,L3158-D948603C-C0E8-4245-9181-62BBF97D3AA3
L3159,handiusteko,L3159-2891ADD9-B5AF-49F1-B02E-5390A0549EDC
L3160,handixko,L3160-DA29C7A5-7589-420C-A64C-63F40EB8FD60
L3161,handixurri,L3161-CB285316-825D-4BA5-9C9C-D7D11EC70808
L3162,handizale,L3162-868D5CC3-80A5-4D67-BCCC-84E8BAE9CC58
L3163,handizka,L3163-43611BD1-E199-48C6-9D75-020AAF7CB7BE
L3164,handizkatu,L3164-8D79303F-5E5D-433A-885C-0B07C5AFDCAF
L3165,handizkatze,L3165-62D95AB5-2642-4641-97DA-C5682674ACC9
L3166,handizki,L3166-D6103FE4-DB24-4FBD-B15C-E9190091AFB3
L3167,handizkiro,L3167-2EF7EFB5-1769-4DC9-BAA3-22FF85519F90
L3168,handizkitu,L3168-36D5872D-3D72-4E99-831C-8E9343304204
L3169,andizuren,L3169-CB3186A5-83EA-494A-88DD-EE3CB9924990
L3170,andizurentsu,L3170-BC1033FD-F3EB-4737-AFF9-566DAE55E8A0
L3171,andoila,L3171-D66526CD-F393-4B27-AC1E-8C1A2CAD4134
L3172,andragoi,L3172-4A366F36-4374-4773-9A3E-1328A39F1C1F
L3173,andraguren,L3173-F9093C99-51DD-499F-BB8F-72E7DCB0504A
L3174,andrakantari,L3174-6DA27E7C-978F-4068-9BEC-D899621B77B9
L3175,andrakari,L3175-920ECE4D-E9F4-48DF-B3F5-A966AF2B49FF
L3176,andrakeria,L3176-1B3F3913-33ED-4473-BA6D-185A27609787
L3177,andraketa,L3177-8EC6494D-AA19-458F-B0B0-BE1F17C8E493
L3178,andrakila,L3178-AC7C6E27-4296-473B-A89F-D77502D6E820
L3179,andrakume,L3179-DA7C5E20-1A8B-4414-AB07-FAF1A61EDA98
L3180,andrakumetxo,L3180-08FAE80C-4E91-4052-8D9F-A2F9E500E512
L3181,andrandi,L3181-CEB2120D-29D2-4ADE-984C-4DE9318E9BC3
L3182,andraño,L3182-0F76B295-34CB-428A-B7A1-9C5526859161
L3183,andrapo,L3183-B77AD0E3-D2AD-4B27-9508-7CA2B7EB7AE6
L3184,andrazko,L3184-BA90C23F-02D8-444E-ABF9-B9253137A4ED
L3185,andre,L3185-12CF6FBA-7B89-40C6-9503-086CC854F4CE
L3186,andregai,L3186-31956428-3B9D-42E6-93B4-E497A8542C08
L3187,andrei,L3187-0F0D05B2-ED08-4026-A680-1876DBC3A9B9
L3188,andrekari,L3188-09AD952C-23A6-416C-96EB-57D4B90A8B0B
L3189,andreki,L3189-24DA36BD-18FC-4C51-AD36-634AE684E8F1
L3190,andreko,L3190-EE87C868-D4EB-4AD9-A901-D8BB33FEAD2E
L3191,andrekoi,L3191-C0ECF062-7439-4CE2-AFE1-4BEA1291B5FA
L3192,andrekoitu,L3192-E9C25D22-74CB-497B-8FE6-16DACFCDFC89
L3193,andremin,L3193-76EAA7B4-F297-4566-B29B-C4D82A1DC05A
L3194,andrerrai,L3194-AF255E10-2523-4F7F-A444-E3E496E29421
L3195,andreteria,L3195-C521B349-8970-4F74-B9FF-042ADCF2A00A
L3196,andretxo,L3196-A8082DCF-3567-498A-BFD8-6B190CAABCFB
L3197,andretzar,L3197-93D6B006-0658-4A55-B72B-A7526F1FF7D0
L3198,andrexka,L3198-4C79D3D9-DB56-4110-A4DE-45FB94DC1C37
L3199,andrezale,L3199-F63F239A-683D-4439-931B-8F0B2A1BA8DB
L3200,anduera,L3200-E38DF7C8-76CE-479C-98A5-02CF1D6D63B8
L3201,andui,L3201-DD8CF3AD-1922-4CC0-90AE-67FB207AADCC
L3202,andur,L3202-B2DAF785-C3D7-4B22-9DD8-06E59AFA5DCA
L3203,handur,L3203-F894D3D1-BDD7-4400-BC9E-202A482E141A
L3204,andura,L3204-407B0F5E-37B4-407F-A194-51DCA99B82E3
L3205,handurreria,L3205-38E9FB4F-4A21-4CE1-A895-76591DE9B456
L3206,handuste,L3206-0118A06B-295C-4A77-AB36-C33FDFBF60DB
L3207,anega,L3207-CAAE485C-0E6A-4060-82BE-A6C7930B2548
L3208,anegaka,L3208-083BFB8D-8728-43D7-BDF1-4FD84468EEDE
L3209,anei,L3209-4C925237-D450-45F3-B5FC-38862C75F7E4
L3210,aneia,L3210-FF5E27C5-AFC0-45E5-8365-8A7BADB1CDCE
L3211,aneigarren,L3211-E13C00DA-1DB1-46D4-928E-0855CBB33CC3
L3212,aneika,L3212-C523146E-6D1D-4768-9839-92DA3DC7F9BD
L3213,aneiren,L3213-A42EF7DB-4F86-4F2F-8221-B0DC0A04030F
L3214,aneitsu,L3214-CACD5139-B2D4-4221-BFF6-AD7149A2AF85
L3215,aneka,L3215-608D04F6-7F2F-41A5-91BE-B0C832EC92E9
L3216,anekatxo,L3216-1550D921-ADCC-4F70-818D-12E9A69C4891
L3217,hanenka,L3217-D548B95B-0B74-4B50-A5FA-547E8C419200
L3218,hanenkadura,L3218-B8905D1A-2710-403A-86D4-7DF566E3E49B
L3219,anerdi,L3219-1442F385-967B-4F5C-AC84-5A6550A51EF9
L3220,aneta,L3220-F50F938D-3A61-4D8F-A759-A5550057169F
L3221,anetordu,L3221-A65B211C-D472-4C77-ACFF-4D7E715C0081
L3222,aneurkin,L3222-27AFEDA0-D966-4AA1-8B79-CF9E7407977D
L3223,anezka,L3223-806CB7B6-6647-44DA-851C-AB23CAA6B64E
L3224,angabe,L3224-C03CC87D-9B28-433A-9C02-DCA0E4F09CCF
L3225,angabetu,L3225-6573A63C-31F4-4302-8889-3A55BD3739BE
L3226,hangaia,L3226-3567EB9C-67BE-45FE-8E9E-86804FA420EC
L3227,angaila,L3227-954E859B-8B22-4ECB-8663-E0A4CEEF3561
L3228,anganiño,L3228-D7CE0673-D2BF-4222-8C01-8D6E4E0FBBE5
L3229,angara,L3229-C6BED59E-BC3B-4388-8BBF-A36526CF1136
L3230,angaraila,L3230-E21DE45C-DCD8-471E-97E3-FF6AAECBC057
L3231,angaratu,L3231-0FECF140-1FAD-4E10-99B5-0758CAB2B2CF
L3232,angarilla,L3232-8FC7B3E4-C87C-4CFA-85C7-7F7232DC9F10
L3233,angel,L3233-B822F27C-3DA3-42D4-BB30-3EB95BB1E526
L3234,angelatara,L3234-63047820-E372-4E93-ABBA-8AEA84A73A63
L3435,antton,L3435-8589C435-4B8D-4232-80DA-05DED3FE6F93
L3436,anttonpeillo,L3436-49430620-BEB0-461F-9FDD-8A1B220C4F3A
L3437,hantu,L3437-BC18B5FA-81E4-4760-BD65-5EC9ABAD6A27
L3438,hantukeria,L3438-8ECED941-336C-4F46-A85B-D90A965FF1CE
L3439,hantura,L3439-10200BA8-5E31-4B8E-A1E3-2F25347FA1C3
L3440,hantureria,L3440-4E56DE5A-7726-4678-A992-0D7146280081
L3441,hantustari,L3441-223D18BE-C0B5-4A79-BF8C-DA0A9D35C1EF
L3442,hantuste,L3442-F3C4131F-E51C-44E9-B07A-5F648CF7A0FA
L3443,hantustedun,L3443-E7AC19BA-B532-4B72-9894-B2FD72175A6A
L3444,hantusteti,L3444-BF6CE479-A589-4F2A-88E9-CF7EDBA52DF2
L3445,hantustetsu,L3445-B68686AF-04E2-473C-8342-9692C8B7E9FE
L3446,hantustetu,L3446-9B0707AF-4425-4358-B5C1-0D7ECB0DF4F5
L3447,hantuts,L3447-DF9EC229-6BBA-4ED4-B626-20D56635D721
L3448,antx,L3448-36F34139-5B9B-4B70-AD15-486EE8BD2F9D
L3449,antxa,L3449-84EE5FA1-BE17-42DC-94B3-BA945A356343
L3450,antxagorri,L3450-5C25D10B-FB69-4C85-9D8C-344D453A3112
L3451,antxamama,L3451-CB42EDBA-A1CF-4DC2-97DD-69EDACFABDA8
L3452,antxarrain,L3452-ADA71084-FAEE-49F9-B271-F2615757A754
L3453,antxarrama,L3453-F9459153-D652-4AD5-8488-9C732D6C95D1
L3454,antxemintxaille,L3454-19817B87-C370-4F16-9A3C-3424B1079597
L3455,antxera,L3455-823AAF48-AD4A-4D63-9DBD-D04EA480695B
L3456,antxeralumaka,L3456-754BAA06-F5E1-4CA5-8C7D-58D34A1C5897
L3457,antxeta,L3457-DE8E36C8-E304-4C5D-8C03-07B1BE09FC70
L3458,antxigor,L3458-FD95E321-C00D-4DB7-9BC1-43E5A471B49B
L3459,antxika,L3459-BAA07476-BC38-4ADB-ABF8-AC6A99C4784A
L3460,antxikari,L3460-9FB0D423-640F-42F9-B5EF-504DD8F1D75F
L3461,antxilla,L3461-5A1025E3-453D-4811-9FF4-A4CF8153B1D1
L3462,antxintxika,L3462-002909F1-F3FC-411F-B78F-5E67A9F82A52
L3463,antxintxikada,L3463-B92B0561-26B5-45E6-B71C-900D0E4A7A25
L3464,antxintxikalari,L3464-E77333AE-8791-40FB-A584-60FF0564AC89
L3465,antxintxiketa,L3465-1FE2CA29-2805-4FE6-B84C-93998B55BA12
L3466,antxintxirean,L3466-9F99143E-A2C1-4443-8A6C-4A23E606FC32
L3467,antxirinean,L3467-76AD47BA-6DAC-4625-B433-C9D92E6C9D77
L3468,antxitari,L3468-B2DD683F-1960-42BA-97C7-5F6058664867
L3469,antxiti,L3469-ABF83FD9-DD51-4E51-A2A4-E0F456509D4F
L3470,antxitu,L3470-483C111F-F8AA-4D04-9599-34EC15BE45A5
L3471,antxitxika,L3471-2A1745A1-7A79-407C-A00E-3A56DC7F0A4D
L3472,antxo,L3472-3D6F046C-4DDE-4498-A04B-C8E9633EE1A7
L3473,antxoa,L3473-C64A7717-AF53-4686-9E36-4A5C738E8415
L3474,antxolankuerda,L3474-3F3B37F9-F9AA-4A56-B81D-365B7A8ADD16
L3475,antxopetx,L3475-5F64F24C-2AA6-44AB-B34D-F17BB6A802C5
